source_uri	sources	investigations	title	authors	journal	issue	month	year	pages
example:reference_1031861	['PMID:28636589']	['example:investigation_1031861']	Identifying specificity groups in the T cell receptor repertoire.	['Jacob Glanville', 'Huang Huang', 'Allison Nau', 'Olivia Hatton', 'Lisa E Wagar', 'Florian Rubelt', 'Xuhuai Ji', 'Arnold Han', 'Sheri M Krams', 'Christina Pettus', 'Nikhil Haas', 'Cecilia S Lindestam Arlehamn', 'Alessandro Sette', 'Scott D Boyd', 'Thomas J Scriba', 'Olivia M Martinez', 'Mark M Davis']	Nature			2017	
