akc_id	type	TRA_chain	TRB_chain
iedb_receptor:22974	AlphaBetaTCR		iedb_receptor:22974-beta
iedb_receptor:22975	AlphaBetaTCR		iedb_receptor:22975-beta
iedb_receptor:22976	AlphaBetaTCR		iedb_receptor:22976-beta
iedb_receptor:22977	AlphaBetaTCR		iedb_receptor:22977-beta
iedb_receptor:22978	AlphaBetaTCR		iedb_receptor:22978-beta
iedb_receptor:22979	AlphaBetaTCR		iedb_receptor:22979-beta
iedb_receptor:22980	AlphaBetaTCR		iedb_receptor:22980-beta
iedb_receptor:22981	AlphaBetaTCR		iedb_receptor:22981-beta
iedb_receptor:22982	AlphaBetaTCR		iedb_receptor:22982-beta
iedb_receptor:22983	AlphaBetaTCR		iedb_receptor:22983-beta
iedb_receptor:22984	AlphaBetaTCR		iedb_receptor:22984-beta
iedb_receptor:22985	AlphaBetaTCR		iedb_receptor:22985-beta
iedb_receptor:22986	AlphaBetaTCR		iedb_receptor:22986-beta
iedb_receptor:22987	AlphaBetaTCR		iedb_receptor:22987-beta
iedb_receptor:22988	AlphaBetaTCR		iedb_receptor:22988-beta
iedb_receptor:22989	AlphaBetaTCR		iedb_receptor:22989-beta
iedb_receptor:22990	AlphaBetaTCR		iedb_receptor:22990-beta
iedb_receptor:22991	AlphaBetaTCR		iedb_receptor:22991-beta
iedb_receptor:22992	AlphaBetaTCR		iedb_receptor:22992-beta
iedb_receptor:22993	AlphaBetaTCR		iedb_receptor:22993-beta
iedb_receptor:22994	AlphaBetaTCR		iedb_receptor:22994-beta
iedb_receptor:22995	AlphaBetaTCR		iedb_receptor:22995-beta
iedb_receptor:22996	AlphaBetaTCR		iedb_receptor:22996-beta
iedb_receptor:22997	AlphaBetaTCR		iedb_receptor:22997-beta
iedb_receptor:22998	AlphaBetaTCR		iedb_receptor:22998-beta
iedb_receptor:22999	AlphaBetaTCR		iedb_receptor:22999-beta
iedb_receptor:23000	AlphaBetaTCR		iedb_receptor:23000-beta
iedb_receptor:23001	AlphaBetaTCR		iedb_receptor:23001-beta
iedb_receptor:23002	AlphaBetaTCR		iedb_receptor:23002-beta
iedb_receptor:23003	AlphaBetaTCR		iedb_receptor:23003-beta
iedb_receptor:23004	AlphaBetaTCR		iedb_receptor:23004-beta
iedb_receptor:23005	AlphaBetaTCR		iedb_receptor:23005-beta
iedb_receptor:23006	AlphaBetaTCR		iedb_receptor:23006-beta
iedb_receptor:23007	AlphaBetaTCR		iedb_receptor:23007-beta
iedb_receptor:23008	AlphaBetaTCR		iedb_receptor:23008-beta
iedb_receptor:23009	AlphaBetaTCR		iedb_receptor:23009-beta
iedb_receptor:23010	AlphaBetaTCR		iedb_receptor:23010-beta
iedb_receptor:23011	AlphaBetaTCR		iedb_receptor:23011-beta
iedb_receptor:23012	AlphaBetaTCR		iedb_receptor:23012-beta
iedb_receptor:23013	AlphaBetaTCR		iedb_receptor:23013-beta
iedb_receptor:23014	AlphaBetaTCR		iedb_receptor:23014-beta
iedb_receptor:23015	AlphaBetaTCR		iedb_receptor:23015-beta
iedb_receptor:23016	AlphaBetaTCR		iedb_receptor:23016-beta
iedb_receptor:23017	AlphaBetaTCR		iedb_receptor:23017-beta
iedb_receptor:23018	AlphaBetaTCR		iedb_receptor:23018-beta
iedb_receptor:23019	AlphaBetaTCR		iedb_receptor:23019-beta
iedb_receptor:23020	AlphaBetaTCR		iedb_receptor:23020-beta
iedb_receptor:23021	AlphaBetaTCR		iedb_receptor:23021-beta
iedb_receptor:23022	AlphaBetaTCR		iedb_receptor:23022-beta
iedb_receptor:23023	AlphaBetaTCR		iedb_receptor:23023-beta
iedb_receptor:23024	AlphaBetaTCR		iedb_receptor:23024-beta
iedb_receptor:23025	AlphaBetaTCR		iedb_receptor:23025-beta
iedb_receptor:23026	AlphaBetaTCR		iedb_receptor:23026-beta
iedb_receptor:23027	AlphaBetaTCR		iedb_receptor:23027-beta
iedb_receptor:23028	AlphaBetaTCR		iedb_receptor:23028-beta
iedb_receptor:23029	AlphaBetaTCR		iedb_receptor:23029-beta
iedb_receptor:23030	AlphaBetaTCR		iedb_receptor:23030-beta
iedb_receptor:23031	AlphaBetaTCR		iedb_receptor:23031-beta
iedb_receptor:23032	AlphaBetaTCR		iedb_receptor:23032-beta
iedb_receptor:23033	AlphaBetaTCR		iedb_receptor:23033-beta
iedb_receptor:23034	AlphaBetaTCR		iedb_receptor:23034-beta
iedb_receptor:23035	AlphaBetaTCR		iedb_receptor:23035-beta
iedb_receptor:23036	AlphaBetaTCR		iedb_receptor:23036-beta
iedb_receptor:23037	AlphaBetaTCR		iedb_receptor:23037-beta
iedb_receptor:23038	AlphaBetaTCR		iedb_receptor:23038-beta
iedb_receptor:23039	AlphaBetaTCR		iedb_receptor:23039-beta
iedb_receptor:23040	AlphaBetaTCR		iedb_receptor:23040-beta
iedb_receptor:23041	AlphaBetaTCR		iedb_receptor:23041-beta
iedb_receptor:23042	AlphaBetaTCR		iedb_receptor:23042-beta
iedb_receptor:23043	AlphaBetaTCR		iedb_receptor:23043-beta
iedb_receptor:23044	AlphaBetaTCR		iedb_receptor:23044-beta
iedb_receptor:23045	AlphaBetaTCR		iedb_receptor:23045-beta
iedb_receptor:23046	AlphaBetaTCR		iedb_receptor:23046-beta
iedb_receptor:23047	AlphaBetaTCR		iedb_receptor:23047-beta
iedb_receptor:23048	AlphaBetaTCR		iedb_receptor:23048-beta
iedb_receptor:23049	AlphaBetaTCR		iedb_receptor:23049-beta
iedb_receptor:23050	AlphaBetaTCR		iedb_receptor:23050-beta
iedb_receptor:23051	AlphaBetaTCR		iedb_receptor:23051-beta
iedb_receptor:23052	AlphaBetaTCR		iedb_receptor:23052-beta
iedb_receptor:23053	AlphaBetaTCR		iedb_receptor:23053-beta
iedb_receptor:23054	AlphaBetaTCR		iedb_receptor:23054-beta
iedb_receptor:23055	AlphaBetaTCR		iedb_receptor:23055-beta
iedb_receptor:23056	AlphaBetaTCR		iedb_receptor:23056-beta
iedb_receptor:23057	AlphaBetaTCR		iedb_receptor:23057-beta
iedb_receptor:23058	AlphaBetaTCR		iedb_receptor:23058-beta
iedb_receptor:23059	AlphaBetaTCR		iedb_receptor:23059-beta
iedb_receptor:23060	AlphaBetaTCR		iedb_receptor:23060-beta
iedb_receptor:23061	AlphaBetaTCR		iedb_receptor:23061-beta
iedb_receptor:23062	AlphaBetaTCR		iedb_receptor:23062-beta
iedb_receptor:23063	AlphaBetaTCR		iedb_receptor:23063-beta
iedb_receptor:23064	AlphaBetaTCR		iedb_receptor:23064-beta
iedb_receptor:23065	AlphaBetaTCR		iedb_receptor:23065-beta
iedb_receptor:23066	AlphaBetaTCR		iedb_receptor:23066-beta
iedb_receptor:23067	AlphaBetaTCR		iedb_receptor:23067-beta
iedb_receptor:23068	AlphaBetaTCR		iedb_receptor:23068-beta
iedb_receptor:23069	AlphaBetaTCR		iedb_receptor:23069-beta
iedb_receptor:23070	AlphaBetaTCR		iedb_receptor:23070-beta
iedb_receptor:23071	AlphaBetaTCR		iedb_receptor:23071-beta
iedb_receptor:23072	AlphaBetaTCR		iedb_receptor:23072-beta
iedb_receptor:23073	AlphaBetaTCR		iedb_receptor:23073-beta
iedb_receptor:23074	AlphaBetaTCR		iedb_receptor:23074-beta
iedb_receptor:23075	AlphaBetaTCR		iedb_receptor:23075-beta
iedb_receptor:23076	AlphaBetaTCR		iedb_receptor:23076-beta
iedb_receptor:23077	AlphaBetaTCR		iedb_receptor:23077-beta
iedb_receptor:23078	AlphaBetaTCR		iedb_receptor:23078-beta
iedb_receptor:23079	AlphaBetaTCR		iedb_receptor:23079-beta
iedb_receptor:23080	AlphaBetaTCR		iedb_receptor:23080-beta
iedb_receptor:23081	AlphaBetaTCR		iedb_receptor:23081-beta
iedb_receptor:23082	AlphaBetaTCR		iedb_receptor:23082-beta
iedb_receptor:23083	AlphaBetaTCR		iedb_receptor:23083-beta
iedb_receptor:23084	AlphaBetaTCR		iedb_receptor:23084-beta
iedb_receptor:23085	AlphaBetaTCR		iedb_receptor:23085-beta
iedb_receptor:23086	AlphaBetaTCR		iedb_receptor:23086-beta
iedb_receptor:23087	AlphaBetaTCR		iedb_receptor:23087-beta
iedb_receptor:23088	AlphaBetaTCR		iedb_receptor:23088-beta
iedb_receptor:23089	AlphaBetaTCR		iedb_receptor:23089-beta
iedb_receptor:23090	AlphaBetaTCR		iedb_receptor:23090-beta
iedb_receptor:23091	AlphaBetaTCR		iedb_receptor:23091-beta
iedb_receptor:23092	AlphaBetaTCR		iedb_receptor:23092-beta
iedb_receptor:23093	AlphaBetaTCR		iedb_receptor:23093-beta
iedb_receptor:23094	AlphaBetaTCR		iedb_receptor:23094-beta
iedb_receptor:23095	AlphaBetaTCR		iedb_receptor:23095-beta
iedb_receptor:23096	AlphaBetaTCR		iedb_receptor:23096-beta
iedb_receptor:23097	AlphaBetaTCR		iedb_receptor:23097-beta
iedb_receptor:23098	AlphaBetaTCR		iedb_receptor:23098-beta
iedb_receptor:23099	AlphaBetaTCR		iedb_receptor:23099-beta
iedb_receptor:23100	AlphaBetaTCR		iedb_receptor:23100-beta
iedb_receptor:23101	AlphaBetaTCR		iedb_receptor:23101-beta
iedb_receptor:23102	AlphaBetaTCR		iedb_receptor:23102-beta
iedb_receptor:23103	AlphaBetaTCR		iedb_receptor:23103-beta
iedb_receptor:23104	AlphaBetaTCR		iedb_receptor:23104-beta
iedb_receptor:23105	AlphaBetaTCR		iedb_receptor:23105-beta
iedb_receptor:23106	AlphaBetaTCR		iedb_receptor:23106-beta
iedb_receptor:23107	AlphaBetaTCR		iedb_receptor:23107-beta
iedb_receptor:23108	AlphaBetaTCR		iedb_receptor:23108-beta
iedb_receptor:23109	AlphaBetaTCR		iedb_receptor:23109-beta
iedb_receptor:23110	AlphaBetaTCR		iedb_receptor:23110-beta
iedb_receptor:23111	AlphaBetaTCR		iedb_receptor:23111-beta
iedb_receptor:23112	AlphaBetaTCR		iedb_receptor:23112-beta
iedb_receptor:23113	AlphaBetaTCR		iedb_receptor:23113-beta
iedb_receptor:23114	AlphaBetaTCR		iedb_receptor:23114-beta
iedb_receptor:23115	AlphaBetaTCR		iedb_receptor:23115-beta
iedb_receptor:23116	AlphaBetaTCR		iedb_receptor:23116-beta
iedb_receptor:23117	AlphaBetaTCR		iedb_receptor:23117-beta
iedb_receptor:23118	AlphaBetaTCR		iedb_receptor:23118-beta
iedb_receptor:23119	AlphaBetaTCR		iedb_receptor:23119-beta
iedb_receptor:23120	AlphaBetaTCR		iedb_receptor:23120-beta
iedb_receptor:23121	AlphaBetaTCR		iedb_receptor:23121-beta
iedb_receptor:23122	AlphaBetaTCR		iedb_receptor:23122-beta
iedb_receptor:23123	AlphaBetaTCR		iedb_receptor:23123-beta
iedb_receptor:23124	AlphaBetaTCR		iedb_receptor:23124-beta
iedb_receptor:23125	AlphaBetaTCR		iedb_receptor:23125-beta
iedb_receptor:23126	AlphaBetaTCR		iedb_receptor:23126-beta
iedb_receptor:23127	AlphaBetaTCR		iedb_receptor:23127-beta
iedb_receptor:23128	AlphaBetaTCR		iedb_receptor:23128-beta
iedb_receptor:23129	AlphaBetaTCR		iedb_receptor:23129-beta
iedb_receptor:23130	AlphaBetaTCR		iedb_receptor:23130-beta
iedb_receptor:23131	AlphaBetaTCR		iedb_receptor:23131-beta
iedb_receptor:23132	AlphaBetaTCR		iedb_receptor:23132-beta
iedb_receptor:23133	AlphaBetaTCR		iedb_receptor:23133-beta
iedb_receptor:23134	AlphaBetaTCR		iedb_receptor:23134-beta
iedb_receptor:23135	AlphaBetaTCR		iedb_receptor:23135-beta
iedb_receptor:23136	AlphaBetaTCR		iedb_receptor:23136-beta
iedb_receptor:23137	AlphaBetaTCR		iedb_receptor:23137-beta
iedb_receptor:23138	AlphaBetaTCR		iedb_receptor:23138-beta
iedb_receptor:23139	AlphaBetaTCR		iedb_receptor:23139-beta
iedb_receptor:23140	AlphaBetaTCR		iedb_receptor:23140-beta
iedb_receptor:23141	AlphaBetaTCR		iedb_receptor:23141-beta
iedb_receptor:23142	AlphaBetaTCR		iedb_receptor:23142-beta
iedb_receptor:23143	AlphaBetaTCR		iedb_receptor:23143-beta
iedb_receptor:23144	AlphaBetaTCR		iedb_receptor:23144-beta
iedb_receptor:23145	AlphaBetaTCR		iedb_receptor:23145-beta
iedb_receptor:23146	AlphaBetaTCR		iedb_receptor:23146-beta
iedb_receptor:23147	AlphaBetaTCR		iedb_receptor:23147-beta
iedb_receptor:23148	AlphaBetaTCR		iedb_receptor:23148-beta
iedb_receptor:23149	AlphaBetaTCR		iedb_receptor:23149-beta
iedb_receptor:23150	AlphaBetaTCR		iedb_receptor:23150-beta
iedb_receptor:23151	AlphaBetaTCR		iedb_receptor:23151-beta
iedb_receptor:23152	AlphaBetaTCR		iedb_receptor:23152-beta
iedb_receptor:23153	AlphaBetaTCR		iedb_receptor:23153-beta
iedb_receptor:23154	AlphaBetaTCR		iedb_receptor:23154-beta
iedb_receptor:23155	AlphaBetaTCR		iedb_receptor:23155-beta
iedb_receptor:23156	AlphaBetaTCR		iedb_receptor:23156-beta
iedb_receptor:23157	AlphaBetaTCR		iedb_receptor:23157-beta
iedb_receptor:23158	AlphaBetaTCR		iedb_receptor:23158-beta
iedb_receptor:23159	AlphaBetaTCR		iedb_receptor:23159-beta
iedb_receptor:23160	AlphaBetaTCR		iedb_receptor:23160-beta
iedb_receptor:23161	AlphaBetaTCR		iedb_receptor:23161-beta
iedb_receptor:23162	AlphaBetaTCR		iedb_receptor:23162-beta
iedb_receptor:23163	AlphaBetaTCR		iedb_receptor:23163-beta
iedb_receptor:23164	AlphaBetaTCR		iedb_receptor:23164-beta
iedb_receptor:23165	AlphaBetaTCR		iedb_receptor:23165-beta
iedb_receptor:23166	AlphaBetaTCR		iedb_receptor:23166-beta
iedb_receptor:23167	AlphaBetaTCR		iedb_receptor:23167-beta
iedb_receptor:23168	AlphaBetaTCR		iedb_receptor:23168-beta
iedb_receptor:23169	AlphaBetaTCR		iedb_receptor:23169-beta
iedb_receptor:23170	AlphaBetaTCR		iedb_receptor:23170-beta
iedb_receptor:23171	AlphaBetaTCR		iedb_receptor:23171-beta
iedb_receptor:23172	AlphaBetaTCR		iedb_receptor:23172-beta
iedb_receptor:23173	AlphaBetaTCR		iedb_receptor:23173-beta
iedb_receptor:23174	AlphaBetaTCR		iedb_receptor:23174-beta
iedb_receptor:23175	AlphaBetaTCR		iedb_receptor:23175-beta
iedb_receptor:23176	AlphaBetaTCR		iedb_receptor:23176-beta
iedb_receptor:23177	AlphaBetaTCR		iedb_receptor:23177-beta
iedb_receptor:23178	AlphaBetaTCR		iedb_receptor:23178-beta
iedb_receptor:23179	AlphaBetaTCR		iedb_receptor:23179-beta
iedb_receptor:23180	AlphaBetaTCR		iedb_receptor:23180-beta
iedb_receptor:23181	AlphaBetaTCR		iedb_receptor:23181-beta
iedb_receptor:23182	AlphaBetaTCR		iedb_receptor:23182-beta
iedb_receptor:23183	AlphaBetaTCR		iedb_receptor:23183-beta
iedb_receptor:23184	AlphaBetaTCR		iedb_receptor:23184-beta
iedb_receptor:23185	AlphaBetaTCR		iedb_receptor:23185-beta
iedb_receptor:23186	AlphaBetaTCR		iedb_receptor:23186-beta
iedb_receptor:23187	AlphaBetaTCR		iedb_receptor:23187-beta
iedb_receptor:23188	AlphaBetaTCR		iedb_receptor:23188-beta
iedb_receptor:23189	AlphaBetaTCR		iedb_receptor:23189-beta
iedb_receptor:23190	AlphaBetaTCR		iedb_receptor:23190-beta
iedb_receptor:23191	AlphaBetaTCR		iedb_receptor:23191-beta
iedb_receptor:23192	AlphaBetaTCR		iedb_receptor:23192-beta
iedb_receptor:23193	AlphaBetaTCR		iedb_receptor:23193-beta
iedb_receptor:23194	AlphaBetaTCR		iedb_receptor:23194-beta
iedb_receptor:23195	AlphaBetaTCR		iedb_receptor:23195-beta
iedb_receptor:23196	AlphaBetaTCR		iedb_receptor:23196-beta
iedb_receptor:23197	AlphaBetaTCR		iedb_receptor:23197-beta
iedb_receptor:23198	AlphaBetaTCR		iedb_receptor:23198-beta
iedb_receptor:23199	AlphaBetaTCR		iedb_receptor:23199-beta
iedb_receptor:23200	AlphaBetaTCR		iedb_receptor:23200-beta
iedb_receptor:23201	AlphaBetaTCR		iedb_receptor:23201-beta
iedb_receptor:23202	AlphaBetaTCR		iedb_receptor:23202-beta
iedb_receptor:23203	AlphaBetaTCR		iedb_receptor:23203-beta
iedb_receptor:23204	AlphaBetaTCR		iedb_receptor:23204-beta
iedb_receptor:23205	AlphaBetaTCR		iedb_receptor:23205-beta
iedb_receptor:23206	AlphaBetaTCR		iedb_receptor:23206-beta
iedb_receptor:23207	AlphaBetaTCR		iedb_receptor:23207-beta
iedb_receptor:23208	AlphaBetaTCR		iedb_receptor:23208-beta
iedb_receptor:23209	AlphaBetaTCR		iedb_receptor:23209-beta
iedb_receptor:23210	AlphaBetaTCR		iedb_receptor:23210-beta
iedb_receptor:23211	AlphaBetaTCR		iedb_receptor:23211-beta
iedb_receptor:23212	AlphaBetaTCR		iedb_receptor:23212-beta
iedb_receptor:23213	AlphaBetaTCR		iedb_receptor:23213-beta
iedb_receptor:23214	AlphaBetaTCR		iedb_receptor:23214-beta
iedb_receptor:23215	AlphaBetaTCR		iedb_receptor:23215-beta
iedb_receptor:23216	AlphaBetaTCR		iedb_receptor:23216-beta
iedb_receptor:23217	AlphaBetaTCR		iedb_receptor:23217-beta
iedb_receptor:23218	AlphaBetaTCR		iedb_receptor:23218-beta
iedb_receptor:23219	AlphaBetaTCR		iedb_receptor:23219-beta
iedb_receptor:23220	AlphaBetaTCR		iedb_receptor:23220-beta
iedb_receptor:23221	AlphaBetaTCR		iedb_receptor:23221-beta
iedb_receptor:23222	AlphaBetaTCR		iedb_receptor:23222-beta
iedb_receptor:23223	AlphaBetaTCR		iedb_receptor:23223-beta
iedb_receptor:23224	AlphaBetaTCR		iedb_receptor:23224-beta
iedb_receptor:23225	AlphaBetaTCR		iedb_receptor:23225-beta
iedb_receptor:23226	AlphaBetaTCR		iedb_receptor:23226-beta
iedb_receptor:23227	AlphaBetaTCR		iedb_receptor:23227-beta
iedb_receptor:23228	AlphaBetaTCR		iedb_receptor:23228-beta
iedb_receptor:23229	AlphaBetaTCR		iedb_receptor:23229-beta
iedb_receptor:23230	AlphaBetaTCR		iedb_receptor:23230-beta
iedb_receptor:23231	AlphaBetaTCR		iedb_receptor:23231-beta
iedb_receptor:23232	AlphaBetaTCR		iedb_receptor:23232-beta
iedb_receptor:23233	AlphaBetaTCR		iedb_receptor:23233-beta
iedb_receptor:23234	AlphaBetaTCR		iedb_receptor:23234-beta
iedb_receptor:23235	AlphaBetaTCR		iedb_receptor:23235-beta
iedb_receptor:23236	AlphaBetaTCR		iedb_receptor:23236-beta
iedb_receptor:23237	AlphaBetaTCR		iedb_receptor:23237-beta
iedb_receptor:23238	AlphaBetaTCR		iedb_receptor:23238-beta
iedb_receptor:23239	AlphaBetaTCR		iedb_receptor:23239-beta
iedb_receptor:23240	AlphaBetaTCR		iedb_receptor:23240-beta
iedb_receptor:23241	AlphaBetaTCR		iedb_receptor:23241-beta
iedb_receptor:23242	AlphaBetaTCR		iedb_receptor:23242-beta
iedb_receptor:23243	AlphaBetaTCR		iedb_receptor:23243-beta
iedb_receptor:23244	AlphaBetaTCR		iedb_receptor:23244-beta
iedb_receptor:23245	AlphaBetaTCR		iedb_receptor:23245-beta
iedb_receptor:23246	AlphaBetaTCR		iedb_receptor:23246-beta
iedb_receptor:23247	AlphaBetaTCR		iedb_receptor:23247-beta
iedb_receptor:23248	AlphaBetaTCR		iedb_receptor:23248-beta
iedb_receptor:23249	AlphaBetaTCR		iedb_receptor:23249-beta
iedb_receptor:23250	AlphaBetaTCR		iedb_receptor:23250-beta
iedb_receptor:23251	AlphaBetaTCR		iedb_receptor:23251-beta
iedb_receptor:23252	AlphaBetaTCR		iedb_receptor:23252-beta
iedb_receptor:23253	AlphaBetaTCR		iedb_receptor:23253-beta
iedb_receptor:23254	AlphaBetaTCR		iedb_receptor:23254-beta
iedb_receptor:23255	AlphaBetaTCR		iedb_receptor:23255-beta
iedb_receptor:23256	AlphaBetaTCR		iedb_receptor:23256-beta
iedb_receptor:23257	AlphaBetaTCR		iedb_receptor:23257-beta
iedb_receptor:23258	AlphaBetaTCR		iedb_receptor:23258-beta
iedb_receptor:23259	AlphaBetaTCR		iedb_receptor:23259-beta
iedb_receptor:23260	AlphaBetaTCR		iedb_receptor:23260-beta
iedb_receptor:23261	AlphaBetaTCR		iedb_receptor:23261-beta
iedb_receptor:23262	AlphaBetaTCR		iedb_receptor:23262-beta
iedb_receptor:23263	AlphaBetaTCR		iedb_receptor:23263-beta
iedb_receptor:23264	AlphaBetaTCR		iedb_receptor:23264-beta
iedb_receptor:23265	AlphaBetaTCR		iedb_receptor:23265-beta
iedb_receptor:23266	AlphaBetaTCR		iedb_receptor:23266-beta
iedb_receptor:23267	AlphaBetaTCR		iedb_receptor:23267-beta
iedb_receptor:23268	AlphaBetaTCR		iedb_receptor:23268-beta
iedb_receptor:23269	AlphaBetaTCR		iedb_receptor:23269-beta
iedb_receptor:23270	AlphaBetaTCR		iedb_receptor:23270-beta
iedb_receptor:23271	AlphaBetaTCR		iedb_receptor:23271-beta
iedb_receptor:23272	AlphaBetaTCR		iedb_receptor:23272-beta
iedb_receptor:23273	AlphaBetaTCR		iedb_receptor:23273-beta
iedb_receptor:23274	AlphaBetaTCR		iedb_receptor:23274-beta
iedb_receptor:23275	AlphaBetaTCR		iedb_receptor:23275-beta
iedb_receptor:23276	AlphaBetaTCR		iedb_receptor:23276-beta
iedb_receptor:23277	AlphaBetaTCR		iedb_receptor:23277-beta
iedb_receptor:23278	AlphaBetaTCR		iedb_receptor:23278-beta
iedb_receptor:23279	AlphaBetaTCR		iedb_receptor:23279-beta
iedb_receptor:23280	AlphaBetaTCR		iedb_receptor:23280-beta
iedb_receptor:23281	AlphaBetaTCR		iedb_receptor:23281-beta
iedb_receptor:23282	AlphaBetaTCR		iedb_receptor:23282-beta
iedb_receptor:23283	AlphaBetaTCR		iedb_receptor:23283-beta
iedb_receptor:23284	AlphaBetaTCR		iedb_receptor:23284-beta
iedb_receptor:23285	AlphaBetaTCR		iedb_receptor:23285-beta
iedb_receptor:23286	AlphaBetaTCR		iedb_receptor:23286-beta
iedb_receptor:23287	AlphaBetaTCR		iedb_receptor:23287-beta
iedb_receptor:23288	AlphaBetaTCR		iedb_receptor:23288-beta
iedb_receptor:23289	AlphaBetaTCR		iedb_receptor:23289-beta
iedb_receptor:23290	AlphaBetaTCR		iedb_receptor:23290-beta
iedb_receptor:23291	AlphaBetaTCR		iedb_receptor:23291-beta
iedb_receptor:23292	AlphaBetaTCR		iedb_receptor:23292-beta
iedb_receptor:23293	AlphaBetaTCR		iedb_receptor:23293-beta
iedb_receptor:23294	AlphaBetaTCR		iedb_receptor:23294-beta
iedb_receptor:23295	AlphaBetaTCR		iedb_receptor:23295-beta
iedb_receptor:23296	AlphaBetaTCR		iedb_receptor:23296-beta
iedb_receptor:23297	AlphaBetaTCR		iedb_receptor:23297-beta
iedb_receptor:23298	AlphaBetaTCR		iedb_receptor:23298-beta
iedb_receptor:23299	AlphaBetaTCR		iedb_receptor:23299-beta
iedb_receptor:23300	AlphaBetaTCR		iedb_receptor:23300-beta
iedb_receptor:23301	AlphaBetaTCR		iedb_receptor:23301-beta
iedb_receptor:23302	AlphaBetaTCR		iedb_receptor:23302-beta
iedb_receptor:23303	AlphaBetaTCR		iedb_receptor:23303-beta
iedb_receptor:23304	AlphaBetaTCR		iedb_receptor:23304-beta
iedb_receptor:23305	AlphaBetaTCR		iedb_receptor:23305-beta
iedb_receptor:23306	AlphaBetaTCR		iedb_receptor:23306-beta
iedb_receptor:23307	AlphaBetaTCR		iedb_receptor:23307-beta
iedb_receptor:23308	AlphaBetaTCR		iedb_receptor:23308-beta
iedb_receptor:23309	AlphaBetaTCR		iedb_receptor:23309-beta
iedb_receptor:23310	AlphaBetaTCR		iedb_receptor:23310-beta
iedb_receptor:23311	AlphaBetaTCR		iedb_receptor:23311-beta
iedb_receptor:23312	AlphaBetaTCR		iedb_receptor:23312-beta
iedb_receptor:23313	AlphaBetaTCR		iedb_receptor:23313-beta
iedb_receptor:23314	AlphaBetaTCR		iedb_receptor:23314-beta
iedb_receptor:23315	AlphaBetaTCR		iedb_receptor:23315-beta
iedb_receptor:23316	AlphaBetaTCR		iedb_receptor:23316-beta
iedb_receptor:23317	AlphaBetaTCR		iedb_receptor:23317-beta
iedb_receptor:23318	AlphaBetaTCR		iedb_receptor:23318-beta
iedb_receptor:23319	AlphaBetaTCR		iedb_receptor:23319-beta
iedb_receptor:23320	AlphaBetaTCR		iedb_receptor:23320-beta
iedb_receptor:23321	AlphaBetaTCR		iedb_receptor:23321-beta
iedb_receptor:23322	AlphaBetaTCR		iedb_receptor:23322-beta
iedb_receptor:23323	AlphaBetaTCR		iedb_receptor:23323-beta
iedb_receptor:23324	AlphaBetaTCR		iedb_receptor:23324-beta
iedb_receptor:23325	AlphaBetaTCR		iedb_receptor:23325-beta
iedb_receptor:23326	AlphaBetaTCR		iedb_receptor:23326-beta
iedb_receptor:23327	AlphaBetaTCR		iedb_receptor:23327-beta
iedb_receptor:23328	AlphaBetaTCR		iedb_receptor:23328-beta
iedb_receptor:23329	AlphaBetaTCR		iedb_receptor:23329-beta
iedb_receptor:23330	AlphaBetaTCR		iedb_receptor:23330-beta
iedb_receptor:23331	AlphaBetaTCR		iedb_receptor:23331-beta
iedb_receptor:23332	AlphaBetaTCR		iedb_receptor:23332-beta
iedb_receptor:23333	AlphaBetaTCR		iedb_receptor:23333-beta
iedb_receptor:23334	AlphaBetaTCR		iedb_receptor:23334-beta
iedb_receptor:23335	AlphaBetaTCR		iedb_receptor:23335-beta
iedb_receptor:23336	AlphaBetaTCR		iedb_receptor:23336-beta
iedb_receptor:23337	AlphaBetaTCR		iedb_receptor:23337-beta
iedb_receptor:23338	AlphaBetaTCR		iedb_receptor:23338-beta
iedb_receptor:23339	AlphaBetaTCR		iedb_receptor:23339-beta
iedb_receptor:23340	AlphaBetaTCR		iedb_receptor:23340-beta
iedb_receptor:23341	AlphaBetaTCR		iedb_receptor:23341-beta
iedb_receptor:23342	AlphaBetaTCR		iedb_receptor:23342-beta
iedb_receptor:23343	AlphaBetaTCR		iedb_receptor:23343-beta
iedb_receptor:23344	AlphaBetaTCR		iedb_receptor:23344-beta
iedb_receptor:23345	AlphaBetaTCR		iedb_receptor:23345-beta
iedb_receptor:23346	AlphaBetaTCR		iedb_receptor:23346-beta
iedb_receptor:23347	AlphaBetaTCR		iedb_receptor:23347-beta
iedb_receptor:23348	AlphaBetaTCR		iedb_receptor:23348-beta
iedb_receptor:23349	AlphaBetaTCR		iedb_receptor:23349-beta
iedb_receptor:23350	AlphaBetaTCR		iedb_receptor:23350-beta
iedb_receptor:23351	AlphaBetaTCR		iedb_receptor:23351-beta
iedb_receptor:23352	AlphaBetaTCR		iedb_receptor:23352-beta
iedb_receptor:23353	AlphaBetaTCR		iedb_receptor:23353-beta
iedb_receptor:23354	AlphaBetaTCR		iedb_receptor:23354-beta
iedb_receptor:23355	AlphaBetaTCR		iedb_receptor:23355-beta
iedb_receptor:23356	AlphaBetaTCR		iedb_receptor:23356-beta
iedb_receptor:23357	AlphaBetaTCR		iedb_receptor:23357-beta
iedb_receptor:23358	AlphaBetaTCR		iedb_receptor:23358-beta
iedb_receptor:23359	AlphaBetaTCR		iedb_receptor:23359-beta
iedb_receptor:23360	AlphaBetaTCR		iedb_receptor:23360-beta
iedb_receptor:23361	AlphaBetaTCR		iedb_receptor:23361-beta
