akc_id	type	TRA_chain	TRB_chain
iedb_receptor:20799	AlphaBetaTCR	iedb_receptor:20799-alpha	iedb_receptor:20799-beta
iedb_receptor:20800	AlphaBetaTCR	iedb_receptor:20800-alpha	iedb_receptor:20800-beta
iedb_receptor:20801	AlphaBetaTCR	iedb_receptor:20801-alpha	iedb_receptor:20801-beta
iedb_receptor:20802	AlphaBetaTCR	iedb_receptor:20802-alpha	iedb_receptor:20802-beta
iedb_receptor:20803	AlphaBetaTCR	iedb_receptor:20803-alpha	iedb_receptor:20803-beta
iedb_receptor:20804	AlphaBetaTCR	iedb_receptor:20804-alpha	iedb_receptor:20804-beta
iedb_receptor:20807	AlphaBetaTCR	iedb_receptor:20807-alpha	iedb_receptor:20807-beta
iedb_receptor:20808	AlphaBetaTCR	iedb_receptor:20808-alpha	iedb_receptor:20808-beta
iedb_receptor:20809	AlphaBetaTCR	iedb_receptor:20809-alpha	iedb_receptor:20809-beta
iedb_receptor:20810	AlphaBetaTCR	iedb_receptor:20810-alpha	iedb_receptor:20810-beta
iedb_receptor:20811	AlphaBetaTCR	iedb_receptor:20811-alpha	iedb_receptor:20811-beta
iedb_receptor:20812	AlphaBetaTCR	iedb_receptor:20812-alpha	iedb_receptor:20812-beta
iedb_receptor:20813	AlphaBetaTCR	iedb_receptor:20813-alpha	iedb_receptor:20813-beta
iedb_receptor:20814	AlphaBetaTCR	iedb_receptor:20814-alpha	iedb_receptor:20814-beta
iedb_receptor:20815	AlphaBetaTCR	iedb_receptor:20815-alpha	iedb_receptor:20815-beta
iedb_receptor:20816	AlphaBetaTCR	iedb_receptor:20816-alpha	iedb_receptor:20816-beta
iedb_receptor:20817	AlphaBetaTCR	iedb_receptor:20817-alpha	iedb_receptor:20817-beta
iedb_receptor:20818	AlphaBetaTCR	iedb_receptor:20818-alpha	iedb_receptor:20818-beta
iedb_receptor:20819	AlphaBetaTCR	iedb_receptor:20819-alpha	iedb_receptor:20819-beta
iedb_receptor:20820	AlphaBetaTCR	iedb_receptor:20820-alpha	iedb_receptor:20820-beta
iedb_receptor:20821	AlphaBetaTCR	iedb_receptor:20821-alpha	iedb_receptor:20821-beta
iedb_receptor:20822	AlphaBetaTCR	iedb_receptor:20822-alpha	iedb_receptor:20822-beta
iedb_receptor:20823	AlphaBetaTCR	iedb_receptor:20823-alpha	iedb_receptor:20823-beta
iedb_receptor:20824	AlphaBetaTCR	iedb_receptor:20824-alpha	iedb_receptor:20824-beta
iedb_receptor:20825	AlphaBetaTCR	iedb_receptor:20825-alpha	iedb_receptor:20825-beta
iedb_receptor:20826	AlphaBetaTCR	iedb_receptor:20826-alpha	iedb_receptor:20826-beta
iedb_receptor:20827	AlphaBetaTCR	iedb_receptor:20827-alpha	iedb_receptor:20827-beta
iedb_receptor:20828	AlphaBetaTCR	iedb_receptor:20828-alpha	iedb_receptor:20828-beta
iedb_receptor:20829	AlphaBetaTCR	iedb_receptor:20829-alpha	iedb_receptor:20829-beta
iedb_receptor:20830	AlphaBetaTCR	iedb_receptor:20830-alpha	iedb_receptor:20830-beta
iedb_receptor:20831	AlphaBetaTCR	iedb_receptor:20831-alpha	iedb_receptor:20831-beta
iedb_receptor:20832	AlphaBetaTCR	iedb_receptor:20832-alpha	iedb_receptor:20832-beta
iedb_receptor:21467	AlphaBetaTCR		iedb_receptor:21467-beta
iedb_receptor:21468	AlphaBetaTCR		iedb_receptor:21468-beta
iedb_receptor:21469	AlphaBetaTCR		iedb_receptor:21469-beta
iedb_receptor:21470	AlphaBetaTCR		iedb_receptor:21470-beta
iedb_receptor:21471	AlphaBetaTCR		iedb_receptor:21471-beta
iedb_receptor:21472	AlphaBetaTCR		iedb_receptor:21472-beta
iedb_receptor:21473	AlphaBetaTCR		iedb_receptor:21473-beta
iedb_receptor:21474	AlphaBetaTCR		iedb_receptor:21474-beta
iedb_receptor:21475	AlphaBetaTCR		iedb_receptor:21475-beta
iedb_receptor:21476	AlphaBetaTCR		iedb_receptor:21476-beta
iedb_receptor:21477	AlphaBetaTCR		iedb_receptor:21477-beta
iedb_receptor:21478	AlphaBetaTCR		iedb_receptor:21478-beta
iedb_receptor:21479	AlphaBetaTCR		iedb_receptor:21479-beta
iedb_receptor:21480	AlphaBetaTCR		iedb_receptor:21480-beta
iedb_receptor:21481	AlphaBetaTCR		iedb_receptor:21481-beta
iedb_receptor:21559	AlphaBetaTCR		iedb_receptor:21559-beta
iedb_receptor:21560	AlphaBetaTCR		iedb_receptor:21560-beta
iedb_receptor:21561	AlphaBetaTCR		iedb_receptor:21561-beta
iedb_receptor:21562	AlphaBetaTCR		iedb_receptor:21562-beta
iedb_receptor:21563	AlphaBetaTCR		iedb_receptor:21563-beta
iedb_receptor:21564	AlphaBetaTCR		iedb_receptor:21564-beta
iedb_receptor:21565	AlphaBetaTCR		iedb_receptor:21565-beta
iedb_receptor:21566	AlphaBetaTCR		iedb_receptor:21566-beta
iedb_receptor:21568	AlphaBetaTCR		iedb_receptor:21568-beta
iedb_receptor:21569	AlphaBetaTCR		iedb_receptor:21569-beta
iedb_receptor:21570	AlphaBetaTCR		iedb_receptor:21570-beta
iedb_receptor:21571	AlphaBetaTCR		iedb_receptor:21571-beta
iedb_receptor:21572	AlphaBetaTCR		iedb_receptor:21572-beta
iedb_receptor:21573	AlphaBetaTCR		iedb_receptor:21573-beta
iedb_receptor:21574	AlphaBetaTCR		iedb_receptor:21574-beta
iedb_receptor:21575	AlphaBetaTCR		iedb_receptor:21575-beta
iedb_receptor:21576	AlphaBetaTCR		iedb_receptor:21576-beta
iedb_receptor:21577	AlphaBetaTCR		iedb_receptor:21577-beta
iedb_receptor:21578	AlphaBetaTCR		iedb_receptor:21578-beta
iedb_receptor:21579	AlphaBetaTCR		iedb_receptor:21579-beta
iedb_receptor:21580	AlphaBetaTCR		iedb_receptor:21580-beta
iedb_receptor:21581	AlphaBetaTCR		iedb_receptor:21581-beta
iedb_receptor:21582	AlphaBetaTCR		iedb_receptor:21582-beta
iedb_receptor:21583	AlphaBetaTCR		iedb_receptor:21583-beta
iedb_receptor:21584	AlphaBetaTCR		iedb_receptor:21584-beta
iedb_receptor:21585	AlphaBetaTCR		iedb_receptor:21585-beta
iedb_receptor:21586	AlphaBetaTCR		iedb_receptor:21586-beta
iedb_receptor:21587	AlphaBetaTCR		iedb_receptor:21587-beta
iedb_receptor:21588	AlphaBetaTCR		iedb_receptor:21588-beta
iedb_receptor:21589	AlphaBetaTCR		iedb_receptor:21589-beta
iedb_receptor:21590	AlphaBetaTCR		iedb_receptor:21590-beta
iedb_receptor:21591	AlphaBetaTCR		iedb_receptor:21591-beta
iedb_receptor:21592	AlphaBetaTCR		iedb_receptor:21592-beta
iedb_receptor:21593	AlphaBetaTCR		iedb_receptor:21593-beta
iedb_receptor:21594	AlphaBetaTCR		iedb_receptor:21594-beta
iedb_receptor:21595	AlphaBetaTCR		iedb_receptor:21595-beta
iedb_receptor:21596	AlphaBetaTCR		iedb_receptor:21596-beta
iedb_receptor:21597	AlphaBetaTCR		iedb_receptor:21597-beta
iedb_receptor:21598	AlphaBetaTCR		iedb_receptor:21598-beta
iedb_receptor:21599	AlphaBetaTCR		iedb_receptor:21599-beta
iedb_receptor:21600	AlphaBetaTCR		iedb_receptor:21600-beta
iedb_receptor:21601	AlphaBetaTCR		iedb_receptor:21601-beta
iedb_receptor:21937	AlphaBetaTCR		iedb_receptor:21937-beta
iedb_receptor:21938	AlphaBetaTCR		iedb_receptor:21938-beta
iedb_receptor:21939	AlphaBetaTCR		iedb_receptor:21939-beta
iedb_receptor:21940	AlphaBetaTCR		iedb_receptor:21940-beta
iedb_receptor:21941	AlphaBetaTCR		iedb_receptor:21941-beta
iedb_receptor:21942	AlphaBetaTCR		iedb_receptor:21942-beta
iedb_receptor:21943	AlphaBetaTCR		iedb_receptor:21943-beta
iedb_receptor:21944	AlphaBetaTCR		iedb_receptor:21944-beta
iedb_receptor:21945	AlphaBetaTCR		iedb_receptor:21945-beta
iedb_receptor:21946	AlphaBetaTCR		iedb_receptor:21946-beta
iedb_receptor:21947	AlphaBetaTCR		iedb_receptor:21947-beta
iedb_receptor:21948	AlphaBetaTCR		iedb_receptor:21948-beta
iedb_receptor:21949	AlphaBetaTCR		iedb_receptor:21949-beta
iedb_receptor:21950	AlphaBetaTCR		iedb_receptor:21950-beta
iedb_receptor:21951	AlphaBetaTCR		iedb_receptor:21951-beta
iedb_receptor:21952	AlphaBetaTCR		iedb_receptor:21952-beta
iedb_receptor:21953	AlphaBetaTCR		iedb_receptor:21953-beta
iedb_receptor:21954	AlphaBetaTCR		iedb_receptor:21954-beta
iedb_receptor:21955	AlphaBetaTCR		iedb_receptor:21955-beta
iedb_receptor:21956	AlphaBetaTCR		iedb_receptor:21956-beta
iedb_receptor:21957	AlphaBetaTCR		iedb_receptor:21957-beta
iedb_receptor:21958	AlphaBetaTCR		iedb_receptor:21958-beta
iedb_receptor:21959	AlphaBetaTCR		iedb_receptor:21959-beta
iedb_receptor:21960	AlphaBetaTCR		iedb_receptor:21960-beta
iedb_receptor:21961	AlphaBetaTCR		iedb_receptor:21961-beta
iedb_receptor:21962	AlphaBetaTCR		iedb_receptor:21962-beta
iedb_receptor:21963	AlphaBetaTCR		iedb_receptor:21963-beta
iedb_receptor:21964	AlphaBetaTCR		iedb_receptor:21964-beta
iedb_receptor:21965	AlphaBetaTCR		iedb_receptor:21965-beta
iedb_receptor:21966	AlphaBetaTCR		iedb_receptor:21966-beta
iedb_receptor:21967	AlphaBetaTCR		iedb_receptor:21967-beta
iedb_receptor:21968	AlphaBetaTCR		iedb_receptor:21968-beta
iedb_receptor:21969	AlphaBetaTCR		iedb_receptor:21969-beta
iedb_receptor:21970	AlphaBetaTCR		iedb_receptor:21970-beta
iedb_receptor:21971	AlphaBetaTCR		iedb_receptor:21971-beta
iedb_receptor:21972	AlphaBetaTCR		iedb_receptor:21972-beta
iedb_receptor:21973	AlphaBetaTCR		iedb_receptor:21973-beta
iedb_receptor:21974	AlphaBetaTCR		iedb_receptor:21974-beta
iedb_receptor:21975	AlphaBetaTCR		iedb_receptor:21975-beta
iedb_receptor:21976	AlphaBetaTCR		iedb_receptor:21976-beta
iedb_receptor:21977	AlphaBetaTCR		iedb_receptor:21977-beta
iedb_receptor:21978	AlphaBetaTCR		iedb_receptor:21978-beta
iedb_receptor:21979	AlphaBetaTCR		iedb_receptor:21979-beta
iedb_receptor:21980	AlphaBetaTCR		iedb_receptor:21980-beta
iedb_receptor:21981	AlphaBetaTCR		iedb_receptor:21981-beta
iedb_receptor:21982	AlphaBetaTCR		iedb_receptor:21982-beta
iedb_receptor:21983	AlphaBetaTCR		iedb_receptor:21983-beta
iedb_receptor:21984	AlphaBetaTCR		iedb_receptor:21984-beta
iedb_receptor:21985	AlphaBetaTCR		iedb_receptor:21985-beta
iedb_receptor:21986	AlphaBetaTCR		iedb_receptor:21986-beta
iedb_receptor:21987	AlphaBetaTCR		iedb_receptor:21987-beta
iedb_receptor:21988	AlphaBetaTCR		iedb_receptor:21988-beta
iedb_receptor:21989	AlphaBetaTCR		iedb_receptor:21989-beta
iedb_receptor:21990	AlphaBetaTCR		iedb_receptor:21990-beta
iedb_receptor:21991	AlphaBetaTCR		iedb_receptor:21991-beta
iedb_receptor:21992	AlphaBetaTCR		iedb_receptor:21992-beta
iedb_receptor:21993	AlphaBetaTCR		iedb_receptor:21993-beta
iedb_receptor:21994	AlphaBetaTCR		iedb_receptor:21994-beta
iedb_receptor:21995	AlphaBetaTCR		iedb_receptor:21995-beta
iedb_receptor:21996	AlphaBetaTCR		iedb_receptor:21996-beta
iedb_receptor:21997	AlphaBetaTCR		iedb_receptor:21997-beta
iedb_receptor:21998	AlphaBetaTCR		iedb_receptor:21998-beta
iedb_receptor:21999	AlphaBetaTCR		iedb_receptor:21999-beta
iedb_receptor:22000	AlphaBetaTCR		iedb_receptor:22000-beta
iedb_receptor:22001	AlphaBetaTCR		iedb_receptor:22001-beta
iedb_receptor:22002	AlphaBetaTCR		iedb_receptor:22002-beta
iedb_receptor:22003	AlphaBetaTCR		iedb_receptor:22003-beta
iedb_receptor:22004	AlphaBetaTCR		iedb_receptor:22004-beta
iedb_receptor:22005	AlphaBetaTCR		iedb_receptor:22005-beta
iedb_receptor:22006	AlphaBetaTCR		iedb_receptor:22006-beta
iedb_receptor:22007	AlphaBetaTCR		iedb_receptor:22007-beta
iedb_receptor:22008	AlphaBetaTCR		iedb_receptor:22008-beta
iedb_receptor:22009	AlphaBetaTCR		iedb_receptor:22009-beta
iedb_receptor:22010	AlphaBetaTCR		iedb_receptor:22010-beta
iedb_receptor:22011	AlphaBetaTCR		iedb_receptor:22011-beta
iedb_receptor:22012	AlphaBetaTCR		iedb_receptor:22012-beta
iedb_receptor:22013	AlphaBetaTCR		iedb_receptor:22013-beta
iedb_receptor:22014	AlphaBetaTCR		iedb_receptor:22014-beta
iedb_receptor:22015	AlphaBetaTCR		iedb_receptor:22015-beta
iedb_receptor:22016	AlphaBetaTCR		iedb_receptor:22016-beta
iedb_receptor:22017	AlphaBetaTCR		iedb_receptor:22017-beta
iedb_receptor:22018	AlphaBetaTCR		iedb_receptor:22018-beta
iedb_receptor:22019	AlphaBetaTCR		iedb_receptor:22019-beta
iedb_receptor:22020	AlphaBetaTCR		iedb_receptor:22020-beta
iedb_receptor:22021	AlphaBetaTCR		iedb_receptor:22021-beta
iedb_receptor:22022	AlphaBetaTCR		iedb_receptor:22022-beta
iedb_receptor:22023	AlphaBetaTCR		iedb_receptor:22023-beta
iedb_receptor:22024	AlphaBetaTCR		iedb_receptor:22024-beta
iedb_receptor:22025	AlphaBetaTCR		iedb_receptor:22025-beta
iedb_receptor:22026	AlphaBetaTCR		iedb_receptor:22026-beta
iedb_receptor:22027	AlphaBetaTCR		iedb_receptor:22027-beta
iedb_receptor:22028	AlphaBetaTCR		iedb_receptor:22028-beta
iedb_receptor:22029	AlphaBetaTCR		iedb_receptor:22029-beta
iedb_receptor:22030	AlphaBetaTCR		iedb_receptor:22030-beta
iedb_receptor:22031	AlphaBetaTCR		iedb_receptor:22031-beta
iedb_receptor:22032	AlphaBetaTCR		iedb_receptor:22032-beta
iedb_receptor:22033	AlphaBetaTCR		iedb_receptor:22033-beta
iedb_receptor:22034	AlphaBetaTCR		iedb_receptor:22034-beta
iedb_receptor:22035	AlphaBetaTCR		iedb_receptor:22035-beta
iedb_receptor:22036	AlphaBetaTCR		iedb_receptor:22036-beta
iedb_receptor:22037	AlphaBetaTCR		iedb_receptor:22037-beta
iedb_receptor:22038	AlphaBetaTCR		iedb_receptor:22038-beta
iedb_receptor:22039	AlphaBetaTCR		iedb_receptor:22039-beta
iedb_receptor:22040	AlphaBetaTCR		iedb_receptor:22040-beta
iedb_receptor:22041	AlphaBetaTCR		iedb_receptor:22041-beta
iedb_receptor:22042	AlphaBetaTCR		iedb_receptor:22042-beta
iedb_receptor:22043	AlphaBetaTCR		iedb_receptor:22043-beta
iedb_receptor:22044	AlphaBetaTCR		iedb_receptor:22044-beta
iedb_receptor:22045	AlphaBetaTCR		iedb_receptor:22045-beta
iedb_receptor:22046	AlphaBetaTCR		iedb_receptor:22046-beta
iedb_receptor:22064	AlphaBetaTCR		iedb_receptor:22064-beta
iedb_receptor:22065	AlphaBetaTCR		iedb_receptor:22065-beta
iedb_receptor:22066	AlphaBetaTCR		iedb_receptor:22066-beta
iedb_receptor:22067	AlphaBetaTCR		iedb_receptor:22067-beta
iedb_receptor:22068	AlphaBetaTCR		iedb_receptor:22068-beta
iedb_receptor:22069	AlphaBetaTCR		iedb_receptor:22069-beta
iedb_receptor:22070	AlphaBetaTCR		iedb_receptor:22070-beta
iedb_receptor:22071	AlphaBetaTCR		iedb_receptor:22071-beta
iedb_receptor:22072	AlphaBetaTCR		iedb_receptor:22072-beta
iedb_receptor:22073	AlphaBetaTCR		iedb_receptor:22073-beta
iedb_receptor:22074	AlphaBetaTCR		iedb_receptor:22074-beta
iedb_receptor:22075	AlphaBetaTCR		iedb_receptor:22075-beta
iedb_receptor:22076	AlphaBetaTCR		iedb_receptor:22076-beta
iedb_receptor:22077	AlphaBetaTCR		iedb_receptor:22077-beta
iedb_receptor:22078	AlphaBetaTCR		iedb_receptor:22078-beta
iedb_receptor:22079	AlphaBetaTCR		iedb_receptor:22079-beta
iedb_receptor:22080	AlphaBetaTCR		iedb_receptor:22080-beta
iedb_receptor:22081	AlphaBetaTCR		iedb_receptor:22081-beta
iedb_receptor:22082	AlphaBetaTCR		iedb_receptor:22082-beta
iedb_receptor:22083	AlphaBetaTCR		iedb_receptor:22083-beta
iedb_receptor:22084	AlphaBetaTCR		iedb_receptor:22084-beta
iedb_receptor:22085	AlphaBetaTCR		iedb_receptor:22085-beta
iedb_receptor:22086	AlphaBetaTCR		iedb_receptor:22086-beta
iedb_receptor:22087	AlphaBetaTCR		iedb_receptor:22087-beta
iedb_receptor:22088	AlphaBetaTCR		iedb_receptor:22088-beta
iedb_receptor:22089	AlphaBetaTCR		iedb_receptor:22089-beta
iedb_receptor:22090	AlphaBetaTCR		iedb_receptor:22090-beta
iedb_receptor:22091	AlphaBetaTCR		iedb_receptor:22091-beta
iedb_receptor:22092	AlphaBetaTCR		iedb_receptor:22092-beta
iedb_receptor:22093	AlphaBetaTCR		iedb_receptor:22093-beta
iedb_receptor:22094	AlphaBetaTCR		iedb_receptor:22094-beta
iedb_receptor:22095	AlphaBetaTCR		iedb_receptor:22095-beta
iedb_receptor:22096	AlphaBetaTCR		iedb_receptor:22096-beta
iedb_receptor:22097	AlphaBetaTCR		iedb_receptor:22097-beta
iedb_receptor:22098	AlphaBetaTCR		iedb_receptor:22098-beta
iedb_receptor:22099	AlphaBetaTCR		iedb_receptor:22099-beta
iedb_receptor:22100	AlphaBetaTCR		iedb_receptor:22100-beta
iedb_receptor:22101	AlphaBetaTCR		iedb_receptor:22101-beta
iedb_receptor:22102	AlphaBetaTCR		iedb_receptor:22102-beta
iedb_receptor:22103	AlphaBetaTCR		iedb_receptor:22103-beta
iedb_receptor:22104	AlphaBetaTCR		iedb_receptor:22104-beta
iedb_receptor:22105	AlphaBetaTCR		iedb_receptor:22105-beta
iedb_receptor:22106	AlphaBetaTCR		iedb_receptor:22106-beta
iedb_receptor:22107	AlphaBetaTCR		iedb_receptor:22107-beta
iedb_receptor:22108	AlphaBetaTCR		iedb_receptor:22108-beta
iedb_receptor:22109	AlphaBetaTCR		iedb_receptor:22109-beta
iedb_receptor:22110	AlphaBetaTCR		iedb_receptor:22110-beta
iedb_receptor:22111	AlphaBetaTCR		iedb_receptor:22111-beta
iedb_receptor:22112	AlphaBetaTCR		iedb_receptor:22112-beta
iedb_receptor:22113	AlphaBetaTCR		iedb_receptor:22113-beta
iedb_receptor:22114	AlphaBetaTCR		iedb_receptor:22114-beta
iedb_receptor:22115	AlphaBetaTCR		iedb_receptor:22115-beta
iedb_receptor:22116	AlphaBetaTCR		iedb_receptor:22116-beta
iedb_receptor:22117	AlphaBetaTCR		iedb_receptor:22117-beta
iedb_receptor:22118	AlphaBetaTCR		iedb_receptor:22118-beta
iedb_receptor:22119	AlphaBetaTCR		iedb_receptor:22119-beta
iedb_receptor:22120	AlphaBetaTCR		iedb_receptor:22120-beta
iedb_receptor:22121	AlphaBetaTCR		iedb_receptor:22121-beta
iedb_receptor:22122	AlphaBetaTCR		iedb_receptor:22122-beta
iedb_receptor:22123	AlphaBetaTCR		iedb_receptor:22123-beta
iedb_receptor:22124	AlphaBetaTCR		iedb_receptor:22124-beta
iedb_receptor:22125	AlphaBetaTCR		iedb_receptor:22125-beta
iedb_receptor:22126	AlphaBetaTCR		iedb_receptor:22126-beta
iedb_receptor:22127	AlphaBetaTCR		iedb_receptor:22127-beta
iedb_receptor:22128	AlphaBetaTCR		iedb_receptor:22128-beta
iedb_receptor:22129	AlphaBetaTCR		iedb_receptor:22129-beta
iedb_receptor:22130	AlphaBetaTCR		iedb_receptor:22130-beta
iedb_receptor:22131	AlphaBetaTCR		iedb_receptor:22131-beta
iedb_receptor:22132	AlphaBetaTCR		iedb_receptor:22132-beta
iedb_receptor:22133	AlphaBetaTCR		iedb_receptor:22133-beta
iedb_receptor:22134	AlphaBetaTCR		iedb_receptor:22134-beta
iedb_receptor:22135	AlphaBetaTCR		iedb_receptor:22135-beta
iedb_receptor:22136	AlphaBetaTCR		iedb_receptor:22136-beta
iedb_receptor:22137	AlphaBetaTCR		iedb_receptor:22137-beta
iedb_receptor:22138	AlphaBetaTCR		iedb_receptor:22138-beta
iedb_receptor:22139	AlphaBetaTCR		iedb_receptor:22139-beta
iedb_receptor:22152	AlphaBetaTCR		iedb_receptor:22152-beta
iedb_receptor:22153	AlphaBetaTCR		iedb_receptor:22153-beta
iedb_receptor:22154	AlphaBetaTCR		iedb_receptor:22154-beta
iedb_receptor:22155	AlphaBetaTCR		iedb_receptor:22155-beta
iedb_receptor:22156	AlphaBetaTCR		iedb_receptor:22156-beta
iedb_receptor:22157	AlphaBetaTCR		iedb_receptor:22157-beta
iedb_receptor:22158	AlphaBetaTCR		iedb_receptor:22158-beta
iedb_receptor:22159	AlphaBetaTCR		iedb_receptor:22159-beta
iedb_receptor:22160	AlphaBetaTCR		iedb_receptor:22160-beta
iedb_receptor:22161	AlphaBetaTCR		iedb_receptor:22161-beta
iedb_receptor:22162	AlphaBetaTCR		iedb_receptor:22162-beta
iedb_receptor:22163	AlphaBetaTCR		iedb_receptor:22163-beta
iedb_receptor:22164	AlphaBetaTCR		iedb_receptor:22164-beta
iedb_receptor:22165	AlphaBetaTCR		iedb_receptor:22165-beta
iedb_receptor:22166	AlphaBetaTCR		iedb_receptor:22166-beta
iedb_receptor:22167	AlphaBetaTCR		iedb_receptor:22167-beta
iedb_receptor:22168	AlphaBetaTCR		iedb_receptor:22168-beta
iedb_receptor:22169	AlphaBetaTCR		iedb_receptor:22169-beta
iedb_receptor:22170	AlphaBetaTCR		iedb_receptor:22170-beta
iedb_receptor:22171	AlphaBetaTCR		iedb_receptor:22171-beta
iedb_receptor:22172	AlphaBetaTCR		iedb_receptor:22172-beta
iedb_receptor:22173	AlphaBetaTCR		iedb_receptor:22173-beta
iedb_receptor:22174	AlphaBetaTCR		iedb_receptor:22174-beta
iedb_receptor:22175	AlphaBetaTCR		iedb_receptor:22175-beta
iedb_receptor:22176	AlphaBetaTCR		iedb_receptor:22176-beta
iedb_receptor:22177	AlphaBetaTCR		iedb_receptor:22177-beta
iedb_receptor:22178	AlphaBetaTCR		iedb_receptor:22178-beta
iedb_receptor:22179	AlphaBetaTCR		iedb_receptor:22179-beta
iedb_receptor:22180	AlphaBetaTCR		iedb_receptor:22180-beta
iedb_receptor:22181	AlphaBetaTCR		iedb_receptor:22181-beta
iedb_receptor:22182	AlphaBetaTCR		iedb_receptor:22182-beta
iedb_receptor:22183	AlphaBetaTCR		iedb_receptor:22183-beta
iedb_receptor:22184	AlphaBetaTCR		iedb_receptor:22184-beta
iedb_receptor:22185	AlphaBetaTCR		iedb_receptor:22185-beta
iedb_receptor:22186	AlphaBetaTCR		iedb_receptor:22186-beta
iedb_receptor:22187	AlphaBetaTCR		iedb_receptor:22187-beta
iedb_receptor:22188	AlphaBetaTCR		iedb_receptor:22188-beta
iedb_receptor:22189	AlphaBetaTCR		iedb_receptor:22189-beta
iedb_receptor:22190	AlphaBetaTCR		iedb_receptor:22190-beta
iedb_receptor:22191	AlphaBetaTCR		iedb_receptor:22191-beta
iedb_receptor:22192	AlphaBetaTCR		iedb_receptor:22192-beta
iedb_receptor:22193	AlphaBetaTCR		iedb_receptor:22193-beta
iedb_receptor:22194	AlphaBetaTCR		iedb_receptor:22194-beta
iedb_receptor:22195	AlphaBetaTCR		iedb_receptor:22195-beta
iedb_receptor:22196	AlphaBetaTCR		iedb_receptor:22196-beta
iedb_receptor:22197	AlphaBetaTCR		iedb_receptor:22197-beta
iedb_receptor:22198	AlphaBetaTCR		iedb_receptor:22198-beta
iedb_receptor:22199	AlphaBetaTCR		iedb_receptor:22199-beta
iedb_receptor:22200	AlphaBetaTCR		iedb_receptor:22200-beta
iedb_receptor:22201	AlphaBetaTCR		iedb_receptor:22201-beta
iedb_receptor:22202	AlphaBetaTCR		iedb_receptor:22202-beta
iedb_receptor:22203	AlphaBetaTCR		iedb_receptor:22203-beta
iedb_receptor:22204	AlphaBetaTCR		iedb_receptor:22204-beta
iedb_receptor:22205	AlphaBetaTCR		iedb_receptor:22205-beta
iedb_receptor:22206	AlphaBetaTCR		iedb_receptor:22206-beta
iedb_receptor:22207	AlphaBetaTCR		iedb_receptor:22207-beta
iedb_receptor:22208	AlphaBetaTCR		iedb_receptor:22208-beta
iedb_receptor:22209	AlphaBetaTCR		iedb_receptor:22209-beta
iedb_receptor:22210	AlphaBetaTCR		iedb_receptor:22210-beta
iedb_receptor:22211	AlphaBetaTCR		iedb_receptor:22211-beta
iedb_receptor:22212	AlphaBetaTCR		iedb_receptor:22212-beta
iedb_receptor:22213	AlphaBetaTCR		iedb_receptor:22213-beta
iedb_receptor:22214	AlphaBetaTCR		iedb_receptor:22214-beta
iedb_receptor:22215	AlphaBetaTCR		iedb_receptor:22215-beta
iedb_receptor:22216	AlphaBetaTCR		iedb_receptor:22216-beta
iedb_receptor:22217	AlphaBetaTCR		iedb_receptor:22217-beta
iedb_receptor:22218	AlphaBetaTCR		iedb_receptor:22218-beta
iedb_receptor:22219	AlphaBetaTCR		iedb_receptor:22219-beta
iedb_receptor:22220	AlphaBetaTCR		iedb_receptor:22220-beta
iedb_receptor:22221	AlphaBetaTCR		iedb_receptor:22221-beta
iedb_receptor:22222	AlphaBetaTCR		iedb_receptor:22222-beta
iedb_receptor:22223	AlphaBetaTCR		iedb_receptor:22223-beta
iedb_receptor:22224	AlphaBetaTCR		iedb_receptor:22224-beta
iedb_receptor:22225	AlphaBetaTCR		iedb_receptor:22225-beta
iedb_receptor:22226	AlphaBetaTCR		iedb_receptor:22226-beta
iedb_receptor:22227	AlphaBetaTCR		iedb_receptor:22227-beta
iedb_receptor:22228	AlphaBetaTCR		iedb_receptor:22228-beta
iedb_receptor:22229	AlphaBetaTCR		iedb_receptor:22229-beta
iedb_receptor:22230	AlphaBetaTCR		iedb_receptor:22230-beta
iedb_receptor:22231	AlphaBetaTCR		iedb_receptor:22231-beta
iedb_receptor:22232	AlphaBetaTCR		iedb_receptor:22232-beta
iedb_receptor:22233	AlphaBetaTCR		iedb_receptor:22233-beta
iedb_receptor:22234	AlphaBetaTCR		iedb_receptor:22234-beta
iedb_receptor:22235	AlphaBetaTCR		iedb_receptor:22235-beta
iedb_receptor:22236	AlphaBetaTCR		iedb_receptor:22236-beta
iedb_receptor:22237	AlphaBetaTCR		iedb_receptor:22237-beta
iedb_receptor:22238	AlphaBetaTCR		iedb_receptor:22238-beta
iedb_receptor:22239	AlphaBetaTCR		iedb_receptor:22239-beta
iedb_receptor:22240	AlphaBetaTCR		iedb_receptor:22240-beta
iedb_receptor:22241	AlphaBetaTCR		iedb_receptor:22241-beta
iedb_receptor:22242	AlphaBetaTCR		iedb_receptor:22242-beta
iedb_receptor:22243	AlphaBetaTCR		iedb_receptor:22243-beta
iedb_receptor:22244	AlphaBetaTCR		iedb_receptor:22244-beta
iedb_receptor:22245	AlphaBetaTCR		iedb_receptor:22245-beta
iedb_receptor:22246	AlphaBetaTCR		iedb_receptor:22246-beta
iedb_receptor:22247	AlphaBetaTCR		iedb_receptor:22247-beta
iedb_receptor:22248	AlphaBetaTCR		iedb_receptor:22248-beta
iedb_receptor:22249	AlphaBetaTCR		iedb_receptor:22249-beta
iedb_receptor:22250	AlphaBetaTCR		iedb_receptor:22250-beta
